cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
8,1787250983.7856326,model_5,1,0,0,0
8,1787250983.7856326,model_2,1,1,1,0
8,1787250983.7856326,model_4,1,0,0,0
9,1787250989.07412,model_3,1,2,2,0
9,1787250989.07412,model_6,1,1,1,0
9,1787250989.07412,model_1,2,3|0,3|0,0
9,1787250989.07412,model_5,1,0,0,0
9,1787250989.07412,model_2,1,1,1,0
9,1787250989.07412,model_4,1,0,0,0
10,1787250994.202024,model_3,1,2,2,0
10,1787250994.202024,model_6,1,1,1,0
10,1787250994.202024,model_5,1,0,0,0
10,1787250994.202024,model_1,2,3|0,3|0,0
10,1787250994.202024,model_2,1,1,1,0
10,1787250994.202024,model_4,1,0,0,0
11,1787250999.2275145,model_3,1,2,2,0
11,1787250999.2275145,model_6,1,1,1,0
11,1787250999.2275145,model_5,1,0,0,0
11,1787250999.2275145,model_1,2,3|0,3|0,0
11,1787250999.2275145,model_2,1,1,1,0
11,1787250999.2275145,model_4,1,0,0,0
12,1787251004.2439675,model_3,1,2,2,0
12,1787251004.2439675,model_5,1,0,0,0
12,1787251004.2439675,model_6,1,1,1,0
12,1787251004.2439675,model_1,2,3|0,3|0,0
12,1787251004.2439675,model_2,1,1,1,0
12,1787251004.2439675,model_4,1,0,0,0
13,1787251009.3554747,model_3,1,2,2,0
13,1787251009.3554747,model_5,1,0,0,0
13,1787251009.3554747,model_6,1,1,1,0
13,1787251009.3554747,model_2,1,1,1,0
13,1787251009.3554747,model_1,2,3|0,3|0,0
13,1787251009.3554747,model_4,1,0,0,0
14,1787251014.5410378,model_5,1,0,0,0
14,1787251014.5410378,model_3,1,2,2,0
14,1787251014.5410378,model_6,1,1,1,0
14,1787251014.5410378,model_2,1,1,1,0
14,1787251014.5410378,model_1,2,3|0,1|3,0
14,1787251014.5410378,model_4,1,0,3,0
15,1787251019.6581216,model_3,1,2,2,0
15,1787251019.6581216,model_5,1,0,0,0
15,1787251019.6581216,model_6,1,1,1,0
15,1787251019.6581216,model_2,1,1,1,0
15,1787251019.6581216,model_4,1,3,3,0
15,1787251019.6581216,model_1,2,3|0,1|3,0
16,1787251024.7307482,model_5,1,0,0,0
16,1787251024.7307482,model_3,1,2,2,0
16,1787251024.7307482,model_6,1,1,1,0
16,1787251024.7307482,model_2,1,1,1,0
16,1787251024.7307482,model_4,1,3,3,0
16,1787251024.7307482,model_1,2,3|0,1|3,0
17,1787251029.8663056,model_5,1,0,0,0
17,1787251029.8663056,model_3,1,2,2,0
17,1787251029.8663056,model_6,1,1,1,0
17,1787251029.8663056,model_2,1,1,1,0
17,1787251029.8663056,model_4,1,3,3,0
17,1787251029.8663056,model_1,2,3|0,1|3,0
18,1787251034.9410613,model_5,1,0,0,0
18,1787251034.9410613,model_3,1,2,2,0
18,1787251034.9410613,model_6,1,1,1,0
18,1787251034.9410613,model_2,1,1,1,0
18,1787251034.9410613,model_4,1,3,3,0
18,1787251034.9410613,model_1,2,3|0,1|3,0
19,1787251040.3120108,model_5,1,0,0,0
19,1787251040.3120108,model_3,1,2,2,0
19,1787251040.3120108,model_6,1,1,1,0
19,1787251040.3120108,model_2,1,1,1,0
19,1787251040.3120108,model_4,1,3,3,0
19,1787251040.3120108,model_1,2,3|0,1|3,0
20,1787251045.4095232,model_5,1,0,0,0
20,1787251045.4095232,model_3,1,2,2,0
20,1787251045.4095232,model_6,1,1,1,0
20,1787251045.4095232,model_2,1,1,1,0
20,1787251045.4095232,model_4,1,3,3,0
20,1787251045.4095232,model_1,2,3|0,1|3,0
21,1787251050.4593637,model_5,1,0,0,0
21,1787251050.4593637,model_3,1,2,2,0
21,1787251050.4593637,model_6,1,1,1,0
21,1787251050.4593637,model_2,1,1,1,0
21,1787251050.4593637,model_4,1,3,3,0
22,1787251055.5628288,model_5,1,0,0,0
22,1787251055.5628288,model_3,1,2,2,0
22,1787251055.5628288,model_6,1,1,1,0
22,1787251055.5628288,model_2,1,1,1,0
22,1787251055.5628288,model_4,1,3,3,0
23,1787251060.6368277,model_5,1,0,0,0
23,1787251060.6368277,model_3,1,2,2,0
23,1787251060.6368277,model_6,1,1,1,0
23,1787251060.6368277,model_4,1,3,3,0
23,1787251060.6368277,model_2,1,1,1,0
24,1787251065.669096,model_5,1,0,0,0
24,1787251065.669096,model_3,1,2,2,0
24,1787251065.669096,model_6,1,1,1,0
24,1787251065.669096,model_4,1,3,3,0
24,1787251065.669096,model_2,1,1,1,0
25,1787251070.7664804,model_5,1,0,0,0
25,1787251070.7664804,model_3,1,2,2,0
25,1787251070.7664804,model_6,1,1,1,0
25,1787251070.7664804,model_4,1,3,3,0
25,1787251070.7664804,model_2,1,1,1,0
26,1787251075.8155143,model_5,1,0,0,0
26,1787251075.8155143,model_6,1,1,1,0
26,1787251075.8155143,model_4,1,3,3,0
26,1787251075.8155143,model_3,1,2,2,0
26,1787251075.8155143,model_2,1,1,1,0
27,1787251081.0087101,model_6,1,1,1,0
27,1787251081.0087101,model_5,1,0,0,0
27,1787251081.0087101,model_3,1,2,2,0
27,1787251081.0087101,model_4,1,3,3,0
27,1787251081.0087101,model_2,1,1,1,0
28,1787251086.048769,model_5,1,0,0,0
28,1787251086.048769,model_6,1,1,1,0
28,1787251086.048769,model_4,1,3,3,0
28,1787251086.048769,model_3,1,2,2,0
28,1787251086.048769,model_2,1,1,1,0
29,1787251091.0732012,model_6,1,1,1,0
29,1787251091.0732012,model_5,1,0,0,0
29,1787251091.0732012,model_4,1,3,3,0
29,1787251091.0732012,model_3,1,2,2,0
29,1787251091.0732012,model_2,1,1,1,0
30,1787251096.1085377,model_6,1,1,1,0
30,1787251096.1085377,model_5,1,0,0,0
30,1787251096.1085377,model_4,1,3,3,0
30,1787251096.1085377,model_3,1,2,2,0
30,1787251096.1085377,model_2,1,1,1,0
31,1787251101.2156253,model_6,1,1,1,0
31,1787251101.2156253,model_4,1,3,3,0
31,1787251101.2156253,model_5,1,0,0,0
31,1787251101.2156253,model_3,1,2,2,0
31,1787251101.2156253,model_2,1,1,1,0
32,1787251106.267678,model_6,1,1,1,0
32,1787251106.267678,model_4,1,3,3,0
32,1787251106.267678,model_3,1,2,2,0
32,1787251106.267678,model_5,1,0,0,0
33,1787251111.552256,model_6,1,1,1,0
33,1787251111.552256,model_5,1,0,0,0
33,1787251111.552256,model_3,1,2,2,0
33,1787251111.552256,model_4,1,3,3,0
34,1787251116.6954148,model_6,1,1,1,0
34,1787251116.6954148,model_5,1,0,0,0
34,1787251116.6954148,model_3,1,2,2,0
34,1787251116.6954148,model_4,1,3,3,0
35,1787251121.7312546,model_6,1,1,1,0
35,1787251121.7312546,model_3,1,2,2,0
35,1787251121.7312546,model_5,1,0,0,0
35,1787251121.7312546,model_4,1,3,3,0
36,1787251126.8740907,model_6,1,1,1,0
36,1787251126.8740907,model_3,1,2,2,0
36,1787251126.8740907,model_5,1,0,0,0
36,1787251126.8740907,model_4,1,3,3,0
37,1787251131.915135,model_6,1,1,1,0
37,1787251131.915135,model_5,1,0,0,0
37,1787251131.915135,model_3,1,2,2,0
37,1787251131.915135,model_4,1,3,3,0
38,1787251137.0710557,model_6,1,1,1,0
38,1787251137.0710557,model_4,1,3,3,0
38,1787251137.0710557,model_3,1,2,2,0
38,1787251137.0710557,model_5,1,0,0,0
38,1787251137.0710557,model_2,1,3,3,0
39,1787251142.1825697,model_4,1,3,3,0
39,1787251142.1825697,model_6,1,1,1,0
39,1787251142.1825697,model_2,1,3,3,0
39,1787251142.1825697,model_5,1,0,0,0
39,1787251142.1825697,model_3,1,2,2,0
40,1787251147.334042,model_2,1,3,3,0
40,1787251147.334042,model_4,1,3,3,0
40,1787251147.334042,model_6,1,1,1,0
40,1787251147.334042,model_5,1,0,0,0
40,1787251147.334042,model_3,1,2,2,0
41,1787251152.374534,model_2,1,3,3,0
41,1787251152.374534,model_4,1,3,3,0
41,1787251152.374534,model_6,1,1,1,0
41,1787251152.374534,model_5,1,0,0,0
41,1787251152.374534,model_3,1,2,2,0
42,1787251157.4808083,model_2,1,3,3,0
42,1787251157.4808083,model_4,1,3,3,0
42,1787251157.4808083,model_6,1,1,1,0
42,1787251157.4808083,model_5,1,0,0,0
42,1787251157.4808083,model_3,1,2,2,0
43,1787251163.3248582,model_2,1,3,3,0
43,1787251163.3248582,model_4,1,3,3,0
43,1787251163.3248582,model_3,1,2,2,0
43,1787251163.3248582,model_5,1,0,0,0
43,1787251163.3248582,model_6,1,1,1,0
44,1787251168.7137542,model_2,1,3,3,0
44,1787251168.7137542,model_4,1,3,3,0
44,1787251168.7137542,model_5,1,0,0,0
44,1787251168.7137542,model_3,1,2,2,0
44,1787251168.7137542,model_6,1,1,1,0
45,1787251173.808411,model_5,1,0,0,0
45,1787251173.808411,model_2,1,3,3,0
45,1787251173.808411,model_3,1,2,2,0
45,1787251173.808411,model_4,1,3,3,0
45,1787251173.808411,model_1,2,2|0,2|0,0
45,1787251173.808411,model_6,1,1,1,0
46,1787251178.999752,model_5,1,0,0,0
46,1787251178.999752,model_2,1,3,3,0
46,1787251178.999752,model_4,1,3,3,0
46,1787251178.999752,model_3,1,2,2,0
46,1787251178.999752,model_1,2,2|0,2|0,0
46,1787251178.999752,model_6,1,1,1,0
47,1787251184.3085866,model_5,1,0,0,0
47,1787251184.3085866,model_2,1,3,3,0
47,1787251184.3085866,model_3,1,2,2,0
47,1787251184.3085866,model_4,1,3,3,0
47,1787251184.3085866,model_1,2,2|0,1|2,0
47,1787251184.3085866,model_6,1,1,1,0
48,1787251189.3467543,model_5,1,0,0,0
48,1787251189.3467543,model_3,1,2,2,0
48,1787251189.3467543,model_2,1,3,3,0
48,1787251189.3467543,model_1,2,1|2,1|2,0
48,1787251189.3467543,model_4,1,3,3,0
49,1787251194.437248,model_5,1,0,0,0
49,1787251194.437248,model_3,1,2,2,0
49,1787251194.437248,model_1,2,1|2,1|2,0
49,1787251194.437248,model_2,1,3,3,0
49,1787251194.437248,model_4,1,3,3,0
50,1787251199.5598195,model_5,1,0,0,0
50,1787251199.5598195,model_3,1,2,2,0
50,1787251199.5598195,model_1,2,1|2,1|2,0
50,1787251199.5598195,model_2,1,3,3,0
50,1787251199.5598195,model_4,1,3,3,0
51,1787251204.7693324,model_5,1,0,0,0
51,1787251204.7693324,model_3,1,2,2,0
51,1787251204.7693324,model_1,2,1|2,1|2,0
51,1787251204.7693324,model_2,1,3,3,0
51,1787251204.7693324,model_4,1,3,3,0
52,1787251209.8138268,model_5,1,0,0,0
52,1787251209.8138268,model_3,1,2,2,0
52,1787251209.8138268,model_1,2,1|2,1|2,0
52,1787251209.8138268,model_2,1,3,3,0
52,1787251209.8138268,model_4,1,3,3,0
53,1787251214.8910575,model_5,1,0,0,0
53,1787251214.8910575,model_3,1,2,2,0
53,1787251214.8910575,model_1,2,1|2,1|2,0
53,1787251214.8910575,model_2,1,3,3,0
53,1787251214.8910575,model_4,1,3,3,0
54,1787251220.2363605,model_5,1,0,0,0
54,1787251220.2363605,model_3,1,2,2,0
54,1787251220.2363605,model_1,2,1|2,1|2,0
54,1787251220.2363605,model_2,1,3,3,0
55,1787251225.2943084,model_5,1,0,0,0
55,1787251225.2943084,model_3,1,2,2,0
55,1787251225.2943084,model_1,2,1|2,1|2,0
56,1787251230.4492943,model_5,1,0,0,0
56,1787251230.4492943,model_3,1,2,2,0
56,1787251230.4492943,model_1,2,1|2,1|2,0
56,1787251230.4492943,model_4,1,1,1,0
56,1787251230.4492943,model_6,1,3,3,0
57,1787251235.5061269,model_5,1,0,0,0
57,1787251235.5061269,model_3,1,2,2,0
57,1787251235.5061269,model_1,2,1|2,1|2,0
57,1787251235.5061269,model_4,1,1,1,0
57,1787251235.5061269,model_6,1,3,3,0
58,1787251240.717785,model_5,1,0,0,0
58,1787251240.717785,model_3,1,2,2,0
58,1787251240.717785,model_1,2,1|2,1|2,0
58,1787251240.717785,model_4,1,1,1,0
58,1787251240.717785,model_6,1,3,3,0
59,1787251245.7745533,model_5,1,0,0,0
59,1787251245.7745533,model_3,1,2,2,0
59,1787251245.7745533,model_1,2,1|2,1|2,0
59,1787251245.7745533,model_4,1,1,1,0
59,1787251245.7745533,model_6,1,3,3,0
60,1787251250.838888,model_3,1,2,2,0
60,1787251250.838888,model_5,1,0,0,0
60,1787251250.838888,model_1,2,1|2,1|2,0
60,1787251250.838888,model_4,1,1,1,0
60,1787251250.838888,model_6,1,3,3,0
61,1787251256.0029917,model_3,1,2,2,0
61,1787251256.0029917,model_5,1,0,0,0
61,1787251256.0029917,model_1,2,1|2,1|2,0
61,1787251256.0029917,model_4,1,1,1,0
61,1787251256.0029917,model_6,1,3,3,0
62,1787251261.16,model_3,1,2,2,0
62,1787251261.16,model_1,2,1|2,1|2,0
62,1787251261.16,model_4,1,1,1,0
62,1787251261.16,model_5,1,0,0,0
62,1787251261.16,model_6,1,3,3,0
63,1787251266.4729595,model_3,1,2,2,0
63,1787251266.4729595,model_5,1,0,0,0
63,1787251266.4729595,model_1,2,1|2,1|3,0
63,1787251266.4729595,model_6,1,3,3,0
63,1787251266.4729595,model_4,1,1,1,0
64,1787251271.6904163,model_3,1,2,2,0
64,1787251271.6904163,model_5,1,0,0,0
64,1787251271.6904163,model_1,2,1|2,1|2,0
64,1787251271.6904163,model_6,1,3,3,0
64,1787251271.6904163,model_4,1,1,1,0
65,1787251276.8726394,model_6,1,3,3,0
65,1787251276.8726394,model_3,1,2,2,0
65,1787251276.8726394,model_5,1,0,0,0
65,1787251276.8726394,model_1,2,1|2,1|2,0
65,1787251276.8726394,model_4,1,1,1,0
66,1787251282.0340176,model_6,1,3,3,0
66,1787251282.0340176,model_1,2,1|2,1|2,0
66,1787251282.0340176,model_3,1,2,2,0
66,1787251282.0340176,model_5,1,0,0,0
66,1787251282.0340176,model_4,1,1,1,0
67,1787251287.2774918,model_6,1,3,3,0
67,1787251287.2774918,model_1,2,1|2,1|2,0
67,1787251287.2774918,model_4,1,1,1,0
67,1787251287.2774918,model_3,1,2,2,0
67,1787251287.2774918,model_5,1,0,0,0
68,1787251292.5210276,model_6,1,3,3,0
68,1787251292.5210276,model_4,1,1,1,0
68,1787251292.5210276,model_1,2,1|2,1|2,0
68,1787251292.5210276,model_5,1,0,0,0
68,1787251292.5210276,model_3,1,2,2,0
69,1787251297.6497502,model_6,1,3,3,0
69,1787251297.6497502,model_4,1,1,1,0
69,1787251297.6497502,model_1,2,1|2,1|2,0
69,1787251297.6497502,model_3,1,2,2,0
69,1787251297.6497502,model_5,1,0,0,0
70,1787251302.7644477,model_6,1,3,3,0
70,1787251302.7644477,model_4,1,1,1,0
70,1787251302.7644477,model_1,2,1|2,1|2,0
70,1787251302.7644477,model_3,1,2,2,0
70,1787251302.7644477,model_5,1,0,0,0
71,1787251307.919323,model_6,1,3,3,0
71,1787251307.919323,model_4,1,1,1,0
71,1787251307.919323,model_1,2,1|2,1|2,0
71,1787251307.919323,model_3,1,2,2,0
71,1787251307.919323,model_5,1,0,0,0
72,1787251312.9940336,model_6,1,3,3,0
72,1787251312.9940336,model_4,1,1,1,0
72,1787251312.9940336,model_1,2,1|2,1|2,0
72,1787251312.9940336,model_3,1,2,2,0
72,1787251312.9940336,model_5,1,0,0,0
73,1787251318.0955548,model_6,1,3,3,0
73,1787251318.0955548,model_4,1,1,1,0
73,1787251318.0955548,model_1,2,1|2,1|2,0
74,1787251323.2737613,model_6,1,3,3,0
74,1787251323.2737613,model_4,1,1,1,0
74,1787251323.2737613,model_1,2,1|2,1|2,0
75,1787251328.5713875,model_6,1,3,3,0
75,1787251328.5713875,model_4,1,1,1,0
75,1787251328.5713875,model_1,2,1|2,1|2,0
76,1787251333.7603114,model_6,1,3,3,0
76,1787251333.7603114,model_1,2,1|2,1|2,0
76,1787251333.7603114,model_4,1,1,1,0
77,1787251338.826691,model_6,1,3,3,0
77,1787251338.826691,model_4,1,1,1,0
77,1787251338.826691,model_1,2,1|2,1|2,0
78,1787251343.9096975,model_6,1,3,3,0
78,1787251343.9096975,model_1,2,1|2,1|2,0
78,1787251343.9096975,model_4,1,1,1,0
79,1787251348.9630575,model_6,1,3,3,0
79,1787251348.9630575,model_4,1,1,1,0
79,1787251348.9630575,model_1,2,1|2,1|2,0
80,1787251354.3117588,model_6,1,3,3,0
80,1787251354.3117588,model_4,1,1,1,0
80,1787251354.3117588,model_1,2,1|2,1|2,0
80,1787251354.3117588,model_2,1,0,0,0
80,1787251354.3117588,model_5,1,0,0,0
81,1787251359.485605,model_6,1,3,3,0
81,1787251359.485605,model_5,1,0,0,0
81,1787251359.485605,model_1,2,1|2,1|2,0
81,1787251359.485605,model_4,1,1,1,0
81,1787251359.485605,model_2,1,0,0,0
82,1787251365.0035884,model_6,1,3,3,0
82,1787251365.0035884,model_5,1,0,0,0
82,1787251365.0035884,model_4,1,1,1,0
82,1787251365.0035884,model_2,1,0,0,0
82,1787251365.0035884,model_1,2,1|2,1|2,0
83,1787251370.372613,model_6,1,3,3,0
83,1787251370.372613,model_5,1,0,0,0
83,1787251370.372613,model_4,1,1,1,0
83,1787251370.372613,model_2,1,0,0,0
83,1787251370.372613,model_1,2,1|2,1|2,0
84,1787251375.4262004,model_5,1,0,0,0
84,1787251375.4262004,model_6,1,3,3,0
84,1787251375.4262004,model_2,1,0,0,0
84,1787251375.4262004,model_4,1,1,1,0
84,1787251375.4262004,model_1,2,1|2,1|2,0
85,1787251380.5786157,model_5,1,0,0,0
85,1787251380.5786157,model_6,1,3,3,0
85,1787251380.5786157,model_4,1,1,1,0
85,1787251380.5786157,model_2,1,0,0,0
85,1787251380.5786157,model_1,2,1|2,1|2,0
86,1787251385.7559323,model_5,1,0,0,0
86,1787251385.7559323,model_6,1,3,3,0
86,1787251385.7559323,model_1,2,1|2,1|2,0
86,1787251385.7559323,model_4,1,1,1,0
86,1787251385.7559323,model_2,1,0,0,0
87,1787251391.0076985,model_5,1,0,0,0
87,1787251391.0076985,model_6,1,3,3,0
87,1787251391.0076985,model_1,2,1|2,1|2,0
87,1787251391.0076985,model_2,1,0,0,0
87,1787251391.0076985,model_4,1,1,1,0
88,1787251396.775556,model_5,1,0,0,0
88,1787251396.775556,model_6,1,3,3,0
88,1787251396.775556,model_2,1,0,0,0
88,1787251396.775556,model_4,1,1,1,0
88,1787251396.775556,model_1,2,1|2,1|2,0
