cycle,timestamp,model,tp_size,current_gpus,planned_gpus,planned_collides
17,1787242282.8415117,model_1,2,2|3,2|3,0
18,1787242287.8618364,model_5,1,0,0,0
18,1787242287.8618364,model_3,1,2,2,0
18,1787242287.8618364,model_6,1,1,1,0
18,1787242287.8618364,model_2,1,1,1,0
18,1787242287.8618364,model_4,1,3,3,0
18,1787242287.8618364,model_1,2,2|3,2|3,0
19,1787242293.0199404,model_5,1,0,0,0
19,1787242293.0199404,model_3,1,2,2,0
19,1787242293.0199404,model_6,1,1,1,0
19,1787242293.0199404,model_2,1,1,1,0
19,1787242293.0199404,model_4,1,3,3,0
19,1787242293.0199404,model_1,2,2|3,2|3,0
20,1787242298.0593166,model_5,1,0,0,0
20,1787242298.0593166,model_3,1,2,2,0
20,1787242298.0593166,model_6,1,1,1,0
20,1787242298.0593166,model_2,1,1,1,0
20,1787242298.0593166,model_4,1,3,3,0
20,1787242298.0593166,model_1,2,2|3,2|3,0
21,1787242303.0799372,model_5,1,0,0,0
21,1787242303.0799372,model_3,1,2,2,0
21,1787242303.0799372,model_6,1,1,1,0
21,1787242303.0799372,model_2,1,1,1,0
21,1787242303.0799372,model_4,1,3,3,0
22,1787242308.0981426,model_5,1,0,0,0
22,1787242308.0981426,model_3,1,2,2,0
22,1787242308.0981426,model_6,1,1,1,0
22,1787242308.0981426,model_2,1,1,1,0
22,1787242308.0981426,model_4,1,3,3,0
23,1787242313.3138921,model_5,1,0,0,0
23,1787242313.3138921,model_3,1,2,2,0
23,1787242313.3138921,model_6,1,1,1,0
23,1787242313.3138921,model_4,1,3,3,0
23,1787242313.3138921,model_2,1,1,1,0
24,1787242318.4640307,model_5,1,0,0,0
24,1787242318.4640307,model_3,1,2,2,0
24,1787242318.4640307,model_6,1,1,1,0
24,1787242318.4640307,model_4,1,3,3,0
24,1787242318.4640307,model_2,1,1,1,0
25,1787242323.7296438,model_5,1,0,0,0
25,1787242323.7296438,model_3,1,2,2,0
25,1787242323.7296438,model_6,1,1,1,0
25,1787242323.7296438,model_4,1,3,3,0
25,1787242323.7296438,model_2,1,1,1,0
26,1787242328.7769036,model_5,1,0,0,0
26,1787242328.7769036,model_6,1,1,1,0
26,1787242328.7769036,model_4,1,3,3,0
26,1787242328.7769036,model_3,1,2,2,0
26,1787242328.7769036,model_2,1,1,1,0
27,1787242333.9623778,model_6,1,1,1,0
27,1787242333.9623778,model_4,1,3,3,0
27,1787242333.9623778,model_5,1,0,0,0
27,1787242333.9623778,model_3,1,2,2,0
27,1787242333.9623778,model_2,1,1,1,0
28,1787242339.1203077,model_6,1,1,1,0
28,1787242339.1203077,model_5,1,0,0,0
28,1787242339.1203077,model_4,1,3,3,0
28,1787242339.1203077,model_3,1,2,2,0
28,1787242339.1203077,model_2,1,1,1,0
29,1787242344.1511338,model_6,1,1,1,0
29,1787242344.1511338,model_5,1,0,0,0
29,1787242344.1511338,model_4,1,3,3,0
29,1787242344.1511338,model_3,1,2,2,0
29,1787242344.1511338,model_2,1,1,1,0
30,1787242349.202339,model_6,1,1,1,0
30,1787242349.202339,model_5,1,0,0,0
30,1787242349.202339,model_4,1,3,3,0
30,1787242349.202339,model_3,1,2,2,0
30,1787242349.202339,model_2,1,1,1,0
31,1787242354.2413538,model_6,1,1,1,0
31,1787242354.2413538,model_5,1,0,0,0
31,1787242354.2413538,model_4,1,3,3,0
31,1787242354.2413538,model_3,1,2,2,0
31,1787242354.2413538,model_2,1,1,1,0
32,1787242359.274696,model_6,1,1,1,0
32,1787242359.274696,model_3,1,2,2,0
32,1787242359.274696,model_4,1,3,3,0
32,1787242359.274696,model_5,1,0,0,0
33,1787242364.3178546,model_6,1,1,1,0
33,1787242364.3178546,model_5,1,0,0,0
33,1787242364.3178546,model_4,1,3,3,0
33,1787242364.3178546,model_3,1,2,2,0
34,1787242369.3507183,model_6,1,1,1,0
34,1787242369.3507183,model_5,1,0,0,0
34,1787242369.3507183,model_3,1,2,2,0
34,1787242369.3507183,model_4,1,3,3,0
35,1787242374.5174809,model_6,1,1,1,0
35,1787242374.5174809,model_3,1,2,2,0
35,1787242374.5174809,model_5,1,0,0,0
35,1787242374.5174809,model_4,1,3,3,0
36,1787242379.6188805,model_5,1,0,0,0
36,1787242379.6188805,model_6,1,1,1,0
36,1787242379.6188805,model_4,1,3,3,0
36,1787242379.6188805,model_3,1,2,2,0
37,1787242384.7084086,model_6,1,1,1,0
37,1787242384.7084086,model_3,1,2,2,0
37,1787242384.7084086,model_5,1,0,0,0
37,1787242384.7084086,model_4,1,3,3,0
38,1787242389.829747,model_6,1,1,1,0
38,1787242389.829747,model_4,1,3,3,0
38,1787242389.829747,model_3,1,2,2,0
38,1787242389.829747,model_5,1,0,0,0
38,1787242389.829747,model_2,1,3,3,0
39,1787242395.1915286,model_4,1,3,3,0
39,1787242395.1915286,model_6,1,1,1,0
39,1787242395.1915286,model_5,1,0,0,0
39,1787242395.1915286,model_2,1,3,3,0
39,1787242395.1915286,model_3,1,2,2,0
40,1787242400.390176,model_4,1,3,3,0
40,1787242400.390176,model_2,1,3,3,0
40,1787242400.390176,model_6,1,1,1,0
40,1787242400.390176,model_5,1,0,0,0
40,1787242400.390176,model_3,1,2,2,0
41,1787242405.615558,model_2,1,3,3,0
41,1787242405.615558,model_4,1,3,3,0
41,1787242405.615558,model_6,1,1,1,0
41,1787242405.615558,model_5,1,0,0,0
41,1787242405.615558,model_3,1,2,2,0
42,1787242410.706699,model_2,1,3,3,0
42,1787242410.706699,model_4,1,3,3,0
42,1787242410.706699,model_6,1,1,1,0
42,1787242410.706699,model_5,1,0,0,0
42,1787242410.706699,model_3,1,2,2,0
43,1787242416.264999,model_2,1,3,3,0
43,1787242416.264999,model_4,1,3,0,0
43,1787242416.264999,model_3,1,2,2,0
43,1787242416.264999,model_5,1,0,0,0
43,1787242416.264999,model_6,1,1,1,0
44,1787242421.486831,model_2,1,3,3,0
44,1787242421.486831,model_4,1,0,0,0
44,1787242421.486831,model_5,1,0,0,0
44,1787242421.486831,model_3,1,2,2,0
44,1787242421.486831,model_6,1,1,1,0
45,1787242426.5284092,model_5,1,0,0,0
45,1787242426.5284092,model_2,1,3,3,0
45,1787242426.5284092,model_4,1,0,0,0
45,1787242426.5284092,model_3,1,2,2,0
45,1787242426.5284092,model_1,2,2|3,2|3,0
45,1787242426.5284092,model_6,1,1,1,0
46,1787242431.7767856,model_5,1,0,0,0
46,1787242431.7767856,model_2,1,3,3,0
46,1787242431.7767856,model_4,1,0,0,0
46,1787242431.7767856,model_3,1,2,2,0
46,1787242431.7767856,model_1,2,2|3,2|3,0
46,1787242431.7767856,model_6,1,1,1,0
47,1787242436.9509387,model_5,1,0,0,0
47,1787242436.9509387,model_2,1,3,3,0
47,1787242436.9509387,model_3,1,2,2,0
47,1787242436.9509387,model_4,1,0,1,0
47,1787242436.9509387,model_1,2,2|3,2|3,0
47,1787242436.9509387,model_6,1,1,1,0
48,1787242442.1257548,model_5,1,0,0,0
48,1787242442.1257548,model_3,1,2,2,0
48,1787242442.1257548,model_2,1,3,3,0
48,1787242442.1257548,model_1,2,2|3,2|3,0
48,1787242442.1257548,model_4,1,0,1,0
49,1787242447.227626,model_5,1,0,0,0
49,1787242447.227626,model_3,1,2,2,0
49,1787242447.227626,model_1,2,2|3,2|3,0
49,1787242447.227626,model_2,1,3,3,0
49,1787242447.227626,model_4,1,0,1,0
50,1787242452.319724,model_5,1,0,0,0
50,1787242452.319724,model_3,1,2,2,0
50,1787242452.319724,model_1,2,2|3,2|3,0
50,1787242452.319724,model_2,1,3,3,0
50,1787242452.319724,model_4,1,1,1,0
51,1787242457.3651032,model_5,1,0,0,0
51,1787242457.3651032,model_3,1,2,2,0
51,1787242457.3651032,model_1,2,2|3,2|3,0
51,1787242457.3651032,model_2,1,3,3,0
51,1787242457.3651032,model_4,1,1,1,0
52,1787242462.4645197,model_5,1,0,0,0
52,1787242462.4645197,model_3,1,2,2,0
52,1787242462.4645197,model_1,2,2|3,2|3,0
52,1787242462.4645197,model_2,1,3,3,0
52,1787242462.4645197,model_4,1,1,1,0
53,1787242467.7492678,model_5,1,0,0,0
53,1787242467.7492678,model_3,1,2,2,0
53,1787242467.7492678,model_1,2,2|3,2|3,0
53,1787242467.7492678,model_2,1,3,3,0
53,1787242467.7492678,model_4,1,1,1,0
54,1787242472.8658745,model_5,1,0,0,0
54,1787242472.8658745,model_3,1,2,2,0
54,1787242472.8658745,model_1,2,2|3,2|3,0
54,1787242472.8658745,model_2,1,3,3,0
54,1787242472.8658745,model_4,1,1,1,0
55,1787242477.9114265,model_5,1,0,0,0
55,1787242477.9114265,model_3,1,2,2,0
55,1787242477.9114265,model_1,2,2|3,2|3,0
56,1787242483.4200594,model_5,1,0,0,0
56,1787242483.4200594,model_3,1,2,2,0
56,1787242483.4200594,model_1,2,2|3,2|3,0
56,1787242483.4200594,model_4,1,1,1,0
56,1787242483.4200594,model_6,1,1,1,0
57,1787242488.9573681,model_5,1,0,0,0
57,1787242488.9573681,model_3,1,2,2,0
57,1787242488.9573681,model_1,2,2|3,2|3,0
57,1787242488.9573681,model_4,1,1,1,0
57,1787242488.9573681,model_6,1,1,1,0
58,1787242494.034377,model_5,1,0,0,0
58,1787242494.034377,model_3,1,2,2,0
58,1787242494.034377,model_1,2,2|3,2|3,0
58,1787242494.034377,model_4,1,1,1,0
58,1787242494.034377,model_6,1,1,1,0
59,1787242499.330185,model_3,1,2,2,0
59,1787242499.330185,model_5,1,0,0,0
59,1787242499.330185,model_1,2,2|3,2|3,0
59,1787242499.330185,model_4,1,1,1,0
59,1787242499.330185,model_6,1,1,1,0
60,1787242504.7895494,model_5,1,0,0,0
60,1787242504.7895494,model_1,2,2|3,2|3,0
60,1787242504.7895494,model_3,1,2,2,0
60,1787242504.7895494,model_4,1,1,1,0
60,1787242504.7895494,model_6,1,1,1,0
61,1787242509.8740485,model_3,1,2,2,0
61,1787242509.8740485,model_5,1,0,0,0
61,1787242509.8740485,model_1,2,2|3,2|3,0
61,1787242509.8740485,model_4,1,1,1,0
61,1787242509.8740485,model_6,1,1,1,0
62,1787242515.0812206,model_3,1,2,2,0
62,1787242515.0812206,model_5,1,0,0,0
62,1787242515.0812206,model_1,2,2|3,2|3,0
62,1787242515.0812206,model_4,1,1,1,0
62,1787242515.0812206,model_6,1,1,1,0
63,1787242520.1353471,model_3,1,2,2,0
63,1787242520.1353471,model_1,2,2|3,2|3,0
63,1787242520.1353471,model_4,1,1,1,0
63,1787242520.1353471,model_5,1,0,0,0
63,1787242520.1353471,model_6,1,1,1,0
64,1787242525.257353,model_3,1,2,2,0
64,1787242525.257353,model_1,2,2|3,2|3,0
64,1787242525.257353,model_6,1,1,1,0
64,1787242525.257353,model_5,1,0,0,0
64,1787242525.257353,model_4,1,1,1,0
65,1787242530.3239737,model_6,1,1,1,0
65,1787242530.3239737,model_3,1,2,2,0
65,1787242530.3239737,model_5,1,0,0,0
65,1787242530.3239737,model_1,2,2|3,2|3,0
65,1787242530.3239737,model_4,1,1,1,0
66,1787242535.486285,model_6,1,1,1,0
66,1787242535.486285,model_5,1,0,0,0
66,1787242535.486285,model_1,2,2|3,2|3,0
66,1787242535.486285,model_3,1,2,2,0
66,1787242535.486285,model_4,1,1,1,0
67,1787242540.6752353,model_6,1,1,1,0
67,1787242540.6752353,model_1,2,2|3,2|3,0
67,1787242540.6752353,model_4,1,1,1,0
67,1787242540.6752353,model_3,1,2,2,0
67,1787242540.6752353,model_5,1,0,0,0
68,1787242545.8735695,model_6,1,1,1,0
68,1787242545.8735695,model_4,1,1,1,0
68,1787242545.8735695,model_1,2,2|3,2|3,0
68,1787242545.8735695,model_5,1,0,0,0
68,1787242545.8735695,model_3,1,2,2,0
69,1787242551.0963469,model_6,1,1,1,0
69,1787242551.0963469,model_4,1,1,1,0
69,1787242551.0963469,model_1,2,2|3,2|3,0
69,1787242551.0963469,model_3,1,2,2,0
69,1787242551.0963469,model_5,1,0,0,0
70,1787242556.2475274,model_6,1,1,1,0
70,1787242556.2475274,model_4,1,1,0,0
70,1787242556.2475274,model_1,2,2|3,2|3,0
70,1787242556.2475274,model_3,1,2,2,0
70,1787242556.2475274,model_5,1,0,0,0
71,1787242561.3800492,model_6,1,1,1,0
71,1787242561.3800492,model_1,2,2|3,2|3,0
71,1787242561.3800492,model_4,1,0,0,0
71,1787242561.3800492,model_3,1,2,2,0
71,1787242561.3800492,model_5,1,0,0,0
72,1787242566.5429459,model_6,1,1,1,0
72,1787242566.5429459,model_4,1,0,0,0
72,1787242566.5429459,model_1,2,2|3,2|3,0
72,1787242566.5429459,model_3,1,2,2,0
72,1787242566.5429459,model_5,1,0,0,0
73,1787242571.5994794,model_6,1,1,1,0
73,1787242571.5994794,model_4,1,0,0,0
73,1787242571.5994794,model_1,2,2|3,2|3,0
74,1787242576.6881764,model_6,1,1,1,0
74,1787242576.6881764,model_1,2,2|3,2|3,0
74,1787242576.6881764,model_4,1,0,0,0
75,1787242582.2589996,model_6,1,1,1,0
75,1787242582.2589996,model_1,2,2|3,2|3,0
75,1787242582.2589996,model_4,1,0,0,0
76,1787242587.3646433,model_6,1,1,1,0
76,1787242587.3646433,model_4,1,0,0,0
76,1787242587.3646433,model_1,2,2|3,2|3,0
77,1787242592.4732282,model_6,1,1,1,0
77,1787242592.4732282,model_1,2,2|3,2|3,0
77,1787242592.4732282,model_4,1,0,0,0
78,1787242597.7110476,model_6,1,1,1,0
78,1787242597.7110476,model_4,1,0,0,0
78,1787242597.7110476,model_1,2,2|3,2|3,0
79,1787242602.7826505,model_6,1,1,1,0
79,1787242602.7826505,model_4,1,0,0,0
79,1787242602.7826505,model_1,2,2|3,2|3,0
80,1787242607.8392146,model_6,1,1,1,0
80,1787242607.8392146,model_4,1,0,0,0
80,1787242607.8392146,model_5,1,3,3,0
80,1787242607.8392146,model_1,2,2|3,2|3,0
80,1787242607.8392146,model_2,1,3,3,0
81,1787242612.9232545,model_6,1,1,1,0
81,1787242612.9232545,model_5,1,3,3,0
81,1787242612.9232545,model_4,1,0,0,0
81,1787242612.9232545,model_2,1,3,3,0
81,1787242612.9232545,model_1,2,2|3,2|3,0
82,1787242618.0114944,model_6,1,1,1,0
82,1787242618.0114944,model_5,1,3,3,0
82,1787242618.0114944,model_4,1,0,0,0
82,1787242618.0114944,model_2,1,3,3,0
82,1787242618.0114944,model_1,2,2|3,2|3,0
83,1787242623.265557,model_6,1,1,1,0
83,1787242623.265557,model_5,1,3,3,0
83,1787242623.265557,model_2,1,3,3,0
83,1787242623.265557,model_4,1,0,0,0
83,1787242623.265557,model_1,2,2|3,2|3,0
84,1787242628.486447,model_5,1,3,3,0
84,1787242628.486447,model_6,1,1,1,0
84,1787242628.486447,model_2,1,3,3,0
84,1787242628.486447,model_4,1,0,0,0
84,1787242628.486447,model_1,2,2|3,2|3,0
85,1787242633.572985,model_5,1,3,3,0
85,1787242633.572985,model_6,1,1,1,0
85,1787242633.572985,model_4,1,0,0,0
85,1787242633.572985,model_2,1,3,3,0
85,1787242633.572985,model_1,2,2|3,2|3,0
86,1787242638.6312041,model_5,1,3,3,0
86,1787242638.6312041,model_6,1,1,1,0
86,1787242638.6312041,model_1,2,2|3,2|3,0
86,1787242638.6312041,model_2,1,3,3,0
86,1787242638.6312041,model_4,1,0,0,0
87,1787242643.7893648,model_5,1,3,3,0
87,1787242643.7893648,model_6,1,1,1,0
87,1787242643.7893648,model_1,2,2|3,2|3,0
87,1787242643.7893648,model_2,1,3,3,0
87,1787242643.7893648,model_4,1,0,0,0
